Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Date,Team,Unnamed: 2,Opp,Result,GmSc,+/-
2000-01,24.0,VAN,NBA,SF,81.0,81.0,40.0,7.5,15.8,0.472,0.1,0.8,0.188,7.3,15.0,0.487,0.477,5.5,6.6,0.834,2.2,6.9,9.1,3.1,1.1,1.0,2.9,2.9,20.5,Shareef Abdur-Rahim,,,,,,,
2001-02,25.0,ATL,NBA,PF,77.0,77.0,38.7,7.8,16.8,0.461,0.3,0.9,0.3,7.5,15.9,0.47,0.469,5.4,6.8,0.801,2.6,6.5,9.0,3.1,1.3,1.1,3.2,2.8,21.2,Shareef Abdur-Rahim,,,,,,,
2002-03,26.0,ATL,NBA,PF,81.0,81.0,38.1,7.0,14.6,0.478,0.3,0.7,0.35,6.7,13.9,0.485,0.487,5.6,6.7,0.841,2.2,6.2,8.4,3.0,1.1,0.5,2.6,3.0,19.9,Shareef Abdur-Rahim,,,,,,,
2003-04,27.0,TOT,NBA,PF,85.0,56.0,31.6,5.9,12.4,0.475,0.1,0.4,0.265,5.8,12.0,0.482,0.48,4.4,5.0,0.869,2.2,5.3,7.5,2.0,0.8,0.4,2.2,2.6,16.3,Shareef Abdur-Rahim,,,,,,,
2003-04,27.0,ATL,NBA,PF,53.0,53.0,36.9,7.2,14.9,0.485,0.1,0.4,0.217,7.1,14.5,0.493,0.488,5.5,6.3,0.88,2.7,6.7,9.3,2.4,0.8,0.4,2.5,2.8,20.1,Shareef Abdur-Rahim,,,,,,,
2003-04,27.0,POR,NBA,PF,32.0,3.0,22.8,3.7,8.3,0.447,0.1,0.3,0.364,3.6,7.9,0.451,0.455,2.5,3.0,0.832,1.5,3.0,4.5,1.5,0.8,0.6,1.7,2.3,10.0,Shareef Abdur-Rahim,,,,,,,
2004-05,28.0,POR,NBA,PF,54.0,49.0,34.6,6.2,12.4,0.503,0.3,0.7,0.385,6.0,11.7,0.51,0.514,4.1,4.7,0.866,2.3,5.0,7.3,2.1,0.9,0.5,2.2,2.8,16.8,Shareef Abdur-Rahim,,,,,,,
2005-06,29.0,SAC,NBA,PF,72.0,30.0,27.2,4.6,8.8,0.525,0.1,0.3,0.227,4.5,8.5,0.536,0.529,3.0,3.9,0.784,1.5,3.5,5.0,2.1,0.7,0.6,1.5,3.2,12.3,Shareef Abdur-Rahim,,,,,,,
2006-07,30.0,SAC,NBA,C,80.0,45.0,25.2,3.9,8.2,0.474,0.0,0.3,0.15,3.8,7.9,0.484,0.476,2.1,2.9,0.726,1.5,3.5,5.0,1.4,0.7,0.5,1.5,3.0,9.9,Shareef Abdur-Rahim,,,,,,,
2007-08,31.0,SAC,NBA,PF,6.0,0.0,8.5,0.5,2.3,0.214,0.0,0.0,,0.5,2.3,0.214,0.214,0.7,0.7,1.0,1.0,0.7,1.7,0.7,0.2,0.0,0.2,1.5,1.7,Shareef Abdur-Rahim,,,,,,,
Career,,,NBA,,830.0,704.0,34.8,6.5,13.9,0.472,0.2,0.6,0.297,6.4,13.2,0.48,0.479,4.8,6.0,0.81,2.3,5.3,7.5,2.5,1.0,0.8,2.6,2.8,18.1,Shareef Abdur-Rahim,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareef Abdur-Rahim,,,,,,,
5 seasons,,VAN,NBA,,375.0,366.0,38.0,7.4,16.0,0.464,0.2,0.7,0.292,7.2,15.3,0.472,0.47,5.7,7.1,0.801,2.5,5.7,8.2,2.9,1.1,1.0,3.1,2.7,20.8,Shareef Abdur-Rahim,,,,,,,
3 seasons,,ATL,NBA,,211.0,211.0,38.0,7.3,15.5,0.473,0.2,0.7,0.307,7.1,14.8,0.481,0.48,5.5,6.6,0.835,2.4,6.4,8.9,2.9,1.1,0.7,2.8,2.8,20.4,Shareef Abdur-Rahim,,,,,,,
3 seasons,,SAC,NBA,,158.0,75.0,25.5,4.1,8.2,0.496,0.1,0.3,0.19,4.0,8.0,0.506,0.499,2.5,3.3,0.76,1.5,3.4,4.8,1.7,0.6,0.5,1.4,3.0,10.7,Shareef Abdur-Rahim,,,,,,,
2 seasons,,POR,NBA,,86.0,52.0,30.2,5.3,10.9,0.487,0.2,0.6,0.38,5.1,10.3,0.493,0.497,3.5,4.1,0.857,2.0,4.2,6.2,1.8,0.8,0.5,2.0,2.6,14.3,Shareef Abdur-Rahim,,,,,,,
1976-77,22.0,LAL,NBA,SF,70.0,,19.7,2.4,5.0,0.484,,,,2.4,5.0,0.484,0.484,1.4,1.9,0.754,1.6,2.5,4.2,1.4,0.7,0.1,,1.7,6.3,Tom Abernethy,,,,,,,
1977-78,23.0,LAL,NBA,SF,73.0,,18.0,2.8,5.5,0.498,,,,2.8,5.5,0.498,0.498,1.2,1.5,0.82,1.4,2.2,3.6,1.4,0.8,0.3,0.7,1.7,6.8,Tom Abernethy,,,,,,,
1978-79,24.0,GSW,NBA,PF,70.0,,17.4,2.5,4.9,0.515,,,,2.5,4.9,0.515,0.515,1.0,1.3,0.745,1.1,2.0,3.1,1.1,0.6,0.2,0.5,1.9,6.0,Tom Abernethy,,,,,,,
1979-80,25.0,GSW,NBA,PF,67.0,,18.2,2.3,4.7,0.481,0.0,0.0,0.0,2.3,4.7,0.483,0.481,0.8,1.2,0.683,0.9,1.9,2.9,1.3,0.5,0.2,0.6,1.8,5.4,Tom Abernethy,,,,,,,
1980-81,26.0,TOT,NBA,SF,39.0,,7.6,0.6,1.5,0.424,0.0,0.0,0.0,0.6,1.5,0.431,0.424,0.3,0.6,0.591,0.5,0.7,1.2,0.5,0.2,0.1,0.2,0.9,1.6,Tom Abernethy,,,,,,,
1980-81,26.0,GSW,NBA,SF,10.0,,3.9,0.1,0.3,0.333,0.0,0.0,,0.1,0.3,0.333,0.333,0.2,0.3,0.667,0.1,0.7,0.8,0.1,0.1,0.0,0.2,0.5,0.4,Tom Abernethy,,,,,,,
1980-81,26.0,IND,NBA,SF,29.0,,8.9,0.8,1.9,0.429,0.0,0.0,0.0,0.8,1.9,0.436,0.429,0.4,0.7,0.579,0.7,0.7,1.4,0.6,0.2,0.1,0.2,1.0,2.0,Tom Abernethy,,,,,,,
Career,,,NBA,,319.0,,17.0,2.3,4.6,0.492,0.0,0.0,,2.3,4.6,0.493,0.492,1.0,1.4,0.747,1.2,2.0,3.2,1.2,0.6,0.2,0.5,1.6,5.6,Tom Abernethy,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom Abernethy,,,,,,,
3 seasons,,GSW,NBA,,147.0,,16.9,2.2,4.5,0.498,0.0,0.0,,2.2,4.5,0.498,0.498,0.9,1.2,0.715,0.9,1.9,2.8,1.1,0.5,0.2,0.5,1.7,5.4,Tom Abernethy,,,,,,,
2 seasons,,LAL,NBA,,143.0,,18.8,2.6,5.3,0.491,,,,2.6,5.3,0.491,0.491,1.3,1.7,0.784,1.5,2.4,3.9,1.4,0.7,0.2,0.7,1.7,6.5,Tom Abernethy,,,,,,,
1 season,,IND,NBA,,29.0,,8.9,0.8,1.9,0.429,0.0,0.0,0.0,0.8,1.9,0.436,0.429,0.4,0.7,0.579,0.7,0.7,1.4,0.6,0.2,0.1,0.2,1.0,2.0,Tom Abernethy,,,,,,,
1956-57,24.0,SYR,NBA,,1,,1.0,0.0,2.0,0.0,,,,,,,,0.0,0.0,,,,1.0,1.0,,,,1.0,0.0,Forest Able,,,,,,,
Career,,,NBA,,1,,1.0,0.0,2.0,0.0,,,,,,,,0.0,0.0,,,,1.0,1.0,,,,1.0,0.0,Forest Able,,,,,,,
1946-47,27.0,PIT,BAA,,47.0,,,4.3,17.7,0.242,,,,,,,,2.6,3.8,0.691,,,,0.7,,,,3.4,11.2,John Abramovic,,,,,,,
1947-48,28.0,TOT,BAA,,9.0,,,0.1,2.3,0.048,,,,,,,,0.4,0.8,0.571,,,,0.2,,,,1.1,0.7,John Abramovic,,,,,,,
1947-48,28.0,STB,BAA,,4.0,,,0.3,2.5,0.1,,,,,,,,0.5,1.0,0.5,,,,0.3,,,,1.3,1.0,John Abramovic,,,,,,,
1947-48,28.0,BLB,BAA,,5.0,,,0.0,2.2,0.0,,,,,,,,0.4,0.6,0.667,,,,0.2,,,,1.0,0.4,John Abramovic,,,,,,,
Career,,,BAA,,56.0,,,3.6,15.3,0.237,,,,,,,,2.3,3.3,0.686,,,,0.7,,,,3.1,9.5,John Abramovic,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Abramovic,,,,,,,
1 season,,PIT,BAA,,47.0,,,4.3,17.7,0.242,,,,,,,,2.6,3.8,0.691,,,,0.7,,,,3.4,11.2,John Abramovic,,,,,,,
1 season,,BLB,BAA,,5.0,,,0.0,2.2,0.0,,,,,,,,0.4,0.6,0.667,,,,0.2,,,,1.0,0.4,John Abramovic,,,,,,,
1 season,,STB,BAA,,4.0,,,0.3,2.5,0.1,,,,,,,,0.5,1.0,0.5,,,,0.3,,,,1.3,1.0,John Abramovic,,,,,,,
2016-17,23.0,OKC,NBA,SG,68,6,15.5,2.0,5.0,0.393,1.4,3.6,0.381,0.6,1.4,0.426,0.531,0.6,0.7,0.898,0.3,1.0,1.3,0.6,0.5,0.1,0.5,1.7,6.0,Álex Abrines,,,,,,,
2017-18,24.0,OKC,NBA,SG,75,8,15.1,1.5,3.9,0.395,1.1,2.9,0.38,0.4,0.9,0.443,0.54,0.5,0.6,0.848,0.3,1.2,1.5,0.4,0.5,0.1,0.3,1.7,4.7,Álex Abrines,,,,,,,
2018-19,25.0,OKC,NBA,SG,31,2,19.0,1.8,5.1,0.357,1.3,4.1,0.323,0.5,1.0,0.5,0.487,0.4,0.4,0.923,0.2,1.4,1.5,0.6,0.5,0.2,0.5,1.7,5.3,Álex Abrines,,,,,,,
Career,,,NBA,,174,16,16.0,1.8,4.5,0.387,1.3,3.4,0.368,0.5,1.1,0.443,0.525,0.5,0.6,0.88,0.3,1.1,1.4,0.5,0.5,0.1,0.4,1.7,5.3,Álex Abrines,,,,,,,
,,,,,,*,33,4,6,0.667,1,1,1.0,,,,,0,0,,1,4,5,0,0,1,0,4,9,Precious Achiuwa,2024-01-29,NYK,@,CHO,W 113-92,7.4,21.0
,,,,,,,31,2,7,0.286,0,0,,,,,,0,0,,3,7,10,1,1,2,0,2,4,Precious Achiuwa,2024-01-27,NYK,,MIA,W 125-109,6.4,19.0
,,,,,,,23,1,4,0.25,0,0,,,,,,0,0,,6,4,10,3,0,1,0,1,2,Precious Achiuwa,2024-01-25,NYK,,DEN,W 122-84,7.4,18.0
,,,,,,,21,3,6,0.5,0,1,0.0,,,,,0,0,,4,5,9,2,0,0,0,1,6,Precious Achiuwa,2024-01-23,NYK,@,BRK,W 108-103,8.3,13.0
,,,,,,,25,9,10,0.9,0,0,,,,,,0,0,,4,7,11,0,0,1,3,4,18,Precious Achiuwa,2024-01-20,NYK,,TOR,W 126-100,15.6,13.0
2005-06,23.0,DET,NBA,SG,5,0,7.0,0.8,3.2,.250,0.2,1.0,.200,0.6,2.2,.273,.281,0.0,0.0,,0.2,0.8,1.0,0.8,0.2,0.0,0.8,0.8,1.8,Alex Acker,,,,,,,
2006-07,24.0,Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Alex Acker,,,,,,,
2007-08,25.0,Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Alex Acker,,,,,,,
2008-09,26.0,TOT,NBA,SG,25,0,8.0,1.2,3.0,.395,0.3,0.8,.350,0.9,2.2,.411,.441,0.2,0.4,.500,0.3,0.6,1.0,0.5,0.2,0.2,0.3,0.4,2.9,Alex Acker,,,,,,,
2008-09,26.0,DET,NBA,SG,7,0,2.9,0.6,1.6,.364,0.0,0.6,.000,0.6,1.0,.571,.364,0.1,0.3,.500,0.0,0.3,0.3,0.1,0.3,0.1,0.0,0.0,1.3,Alex Acker,,,,,,,
2008-09,26.0,LAC,NBA,SG,18,0,9.9,1.4,3.6,.400,0.4,0.9,.438,1.1,2.7,.388,.454,0.2,0.4,.500,0.4,0.8,1.2,0.6,0.2,0.2,0.4,0.5,3.5,Alex Acker,,,,,,,
Career,,,NBA,,30,0,7.8,1.1,3.1,.370,0.3,0.8,.320,0.9,2.2,.388,.413,0.2,0.3,.500,0.3,0.7,1.0,0.5,0.2,0.1,0.4,0.4,2.7,Alex Acker,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Acker,,,,,,,
1 season,,LAC,NBA,,18,0,9.9,1.4,3.6,.400,0.4,0.9,.438,1.1,2.7,.388,.454,0.2,0.4,.500,0.4,0.8,1.2,0.6,0.2,0.2,0.4,0.5,3.5,Alex Acker,,,,,,,
2 seasons,,DET,NBA,,12,0,4.6,0.7,2.3,.296,0.1,0.8,.111,0.6,1.5,.389,.315,0.1,0.2,.500,0.1,0.5,0.6,0.4,0.3,0.1,0.3,0.3,1.5,Alex Acker,,,,,,,
1953-54,23.0,NYK,NBA,PG,28,,7.9,0.5,2.3,0.222,,,,,,,,0.5,1.0,0.536,,,0.5,0.8,,,,1.5,1.5,Don Ackerman,,,,,,,
Career,,,NBA,,28,,7.9,0.5,2.3,0.222,,,,,,,,0.5,1.0,0.536,,,0.5,0.8,,,,1.5,1.5,Don Ackerman,,,,,,,
1987-88,25.0,BOS,NBA,C,79.0,5.0,14.6,1.4,2.6,0.532,0.0,0.0,,1.4,2.6,0.532,0.532,0.9,1.4,0.64,1.3,2.1,3.4,0.5,0.4,0.3,0.7,2.5,3.6,Mark Acres,,,,,,,
1988-89,26.0,BOS,NBA,C,62.0,0.0,10.2,0.9,1.8,0.482,0.0,0.0,1.0,0.9,1.8,0.478,0.487,0.4,0.8,0.542,1.0,1.4,2.4,0.3,0.3,0.1,0.4,1.5,2.2,Mark Acres,,,,,,,
1989-90,27.0,ORL,NBA,C,80.0,50.0,21.1,1.7,3.6,0.484,0.0,0.1,0.75,1.7,3.5,0.48,0.489,1.0,1.5,0.692,1.9,3.5,5.4,0.8,0.5,0.3,0.9,3.1,4.5,Mark Acres,,,,,,,
1990-91,28.0,ORL,NBA,C,68.0,0.0,19.3,1.6,3.1,0.509,0.0,0.0,0.333,1.6,3.1,0.512,0.512,1.0,1.5,0.653,2.1,3.2,5.3,0.4,0.4,0.4,0.6,3.2,4.2,Mark Acres,,,,,,,
1991-92,29.0,ORL,NBA,C,68.0,6.0,13.6,1.1,2.2,0.517,0.0,0.0,0.333,1.1,2.2,0.52,0.52,0.8,1.0,0.761,1.4,2.3,3.7,0.3,0.4,0.2,0.5,2.1,3.1,Mark Acres,,,,,,,
1992-93,30.0,TOT,NBA,C,18.0,7.0,14.9,1.4,2.7,0.531,0.1,0.1,0.5,1.4,2.6,0.532,0.541,0.6,0.9,0.688,1.4,2.3,3.7,0.3,0.2,0.3,0.7,1.9,3.6,Mark Acres,,,,,,,
1992-93,30.0,HOU,NBA,C,6.0,0.0,3.8,0.3,1.5,0.222,0.2,0.3,0.5,0.2,1.2,0.143,0.278,0.2,0.3,0.5,0.3,0.7,1.0,0.0,0.0,0.0,0.3,0.3,1.0,Mark Acres,,,,,,,
1992-93,30.0,WSB,NBA,C,12.0,7.0,20.5,2.0,3.3,0.6,0.0,0.0,,2.0,3.3,0.6,0.6,0.8,1.2,0.714,2.0,3.1,5.1,0.4,0.3,0.5,0.9,2.7,4.8,Mark Acres,,,,,,,
Career,,,NBA,,375.0,68.0,16.0,1.4,2.7,0.506,0.0,0.0,0.538,1.4,2.7,0.505,0.509,0.8,1.2,0.665,1.5,2.5,4.1,0.5,0.4,0.3,0.6,2.5,3.6,Mark Acres,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Acres,,,,,,,
3 seasons,,ORL,NBA,,216.0,56.0,18.2,1.5,3.0,0.5,0.0,0.0,0.5,1.5,3.0,0.5,0.504,0.9,1.3,0.694,1.8,3.0,4.8,0.5,0.4,0.3,0.7,2.8,4.0,Mark Acres,,,,,,,
2 seasons,,BOS,NBA,,141.0,5.0,12.6,1.2,2.2,0.514,0.0,0.0,1.0,1.1,2.2,0.513,0.516,0.7,1.1,0.61,1.2,1.8,3.0,0.4,0.3,0.2,0.5,2.1,3.0,Mark Acres,,,,,,,
1 season,,WSB,NBA,,12.0,7.0,20.5,2.0,3.3,0.6,0.0,0.0,,2.0,3.3,0.6,0.6,0.8,1.2,0.714,2.0,3.1,5.1,0.4,0.3,0.5,0.9,2.7,4.8,Mark Acres,,,,,,,
1 season,,HOU,NBA,,6.0,0.0,3.8,0.3,1.5,0.222,0.2,0.3,0.5,0.2,1.2,0.143,0.278,0.2,0.3,0.5,0.3,0.7,1.0,0.0,0.0,0.0,0.3,0.3,1.0,Mark Acres,,,,,,,
1967-68,26.0,SDR,NBA,SF,23,,8.5,1.3,3.2,0.392,,,,,,,,0.8,1.3,0.655,,,2.0,0.5,,,,1.5,3.3,Bud Acton,,,,,,,
Career,,,NBA,,23,,8.5,1.3,3.2,0.392,,,,,,,,0.8,1.3,0.655,,,2.0,0.5,,,,1.5,3.3,Bud Acton,,,,,,,
2012-13,22.0,TOR,NBA,PF,29.0,0.0,11.8,1.4,2.6,0.56,0.0,0.1,0.5,1.4,2.5,0.562,0.567,1.1,1.3,0.816,1.0,1.6,2.7,0.4,0.4,0.5,0.6,1.8,4.0,Quincy Acy,,,,,,,
2013-14,23.0,TOT,NBA,SF,63.0,0.0,13.4,1.0,2.2,0.468,0.1,0.2,0.267,1.0,2.0,0.492,0.482,0.6,0.8,0.66,1.1,2.3,3.4,0.4,0.4,0.4,0.5,1.9,2.7,Quincy Acy,,,,,,,
2013-14,23.0,TOR,NBA,SF,7.0,0.0,8.7,0.9,2.0,0.429,0.3,0.7,0.4,0.6,1.3,0.444,0.5,0.7,1.1,0.625,0.7,1.4,2.1,0.6,0.6,0.4,0.3,1.1,2.7,Quincy Acy,,,,,,,
2013-14,23.0,SAC,NBA,SF,56.0,0.0,14.0,1.1,2.3,0.472,0.0,0.2,0.2,1.0,2.1,0.496,0.48,0.5,0.8,0.667,1.2,2.4,3.6,0.4,0.3,0.4,0.5,2.0,2.7,Quincy Acy,,,,,,,
2014-15,24.0,NYK,NBA,PF,68.0,22.0,18.9,2.2,4.9,0.459,0.3,0.9,0.3,2.0,4.0,0.494,0.486,1.1,1.4,0.784,1.2,3.3,4.4,1.0,0.4,0.3,0.9,2.2,5.9,Quincy Acy,,,,,,,
2015-16,25.0,SAC,NBA,PF,59.0,29.0,14.8,2.0,3.6,0.556,0.3,0.8,0.388,1.7,2.8,0.606,0.6,0.8,1.2,0.735,1.1,2.1,3.2,0.5,0.5,0.4,0.5,1.7,5.2,Quincy Acy,,,,,,,
2016-17,26.0,TOT,NBA,PF,38.0,1.0,14.7,1.8,4.5,0.412,1.0,2.4,0.411,0.9,2.1,0.413,0.521,1.2,1.6,0.75,0.5,2.5,3.0,0.5,0.4,0.4,0.6,1.8,5.8,Quincy Acy,,,,,,,
2016-17,26.0,DAL,NBA,PF,6.0,0.0,8.0,0.8,2.8,0.294,0.2,1.2,0.143,0.7,1.7,0.4,0.324,0.3,0.5,0.667,0.3,1.0,1.3,0.0,0.0,0.0,0.3,1.5,2.2,Quincy Acy,,,,,,,
2016-17,26.0,BRK,NBA,PF,32.0,1.0,15.9,2.0,4.8,0.425,1.1,2.6,0.434,0.9,2.2,0.414,0.542,1.3,1.8,0.754,0.6,2.8,3.3,0.6,0.4,0.5,0.6,1.8,6.5,Quincy Acy,,,,,,,
2017-18,27.0,BRK,NBA,PF,70.0,8.0,19.4,1.9,5.2,0.356,1.5,4.2,0.349,0.4,1.0,0.384,0.496,0.7,0.9,0.817,0.6,3.1,3.7,0.8,0.5,0.4,0.9,2.1,5.9,Quincy Acy,,,,,,,
2018-19,28.0,PHO,NBA,PF,10.0,0.0,12.3,0.4,1.8,0.222,0.2,1.5,0.133,0.2,0.3,0.667,0.278,0.7,1.0,0.7,0.3,2.2,2.5,0.8,0.1,0.4,0.4,2.4,1.7,Quincy Acy,,,,,,,
Career,,,NBA,,337.0,60.0,16.0,1.7,3.9,0.444,0.5,1.6,0.35,1.2,2.3,0.506,0.513,0.9,1.1,0.759,0.9,2.6,3.5,0.6,0.4,0.4,0.6,2.0,4.9,Quincy Acy,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quincy Acy,,,,,,,
2 seasons,,SAC,NBA,,115.0,29.0,14.5,1.6,3.0,0.525,0.2,0.5,0.356,1.4,2.5,0.56,0.556,0.7,1.0,0.708,1.1,2.2,3.4,0.4,0.4,0.4,0.5,1.9,4.0,Quincy Acy,,,,,,,
2 seasons,,BRK,NBA,,102.0,9.0,18.3,1.9,5.1,0.376,1.4,3.7,0.368,0.6,1.4,0.399,0.51,0.9,1.1,0.786,0.6,3.0,3.6,0.7,0.5,0.4,0.8,2.0,6.1,Quincy Acy,,,,,,,
1 season,,NYK,NBA,,68.0,22.0,18.9,2.2,4.9,0.459,0.3,0.9,0.3,2.0,4.0,0.494,0.486,1.1,1.4,0.784,1.2,3.3,4.4,1.0,0.4,0.3,0.9,2.2,5.9,Quincy Acy,,,,,,,
2 seasons,,TOR,NBA,,36.0,0.0,11.2,1.3,2.5,0.539,0.1,0.2,0.429,1.3,2.3,0.549,0.556,1.0,1.3,0.783,1.0,1.6,2.6,0.4,0.5,0.5,0.5,1.7,3.8,Quincy Acy,,,,,,,
1 season,,PHO,NBA,,10.0,0.0,12.3,0.4,1.8,0.222,0.2,1.5,0.133,0.2,0.3,0.667,0.278,0.7,1.0,0.7,0.3,2.2,2.5,0.8,0.1,0.4,0.4,2.4,1.7,Quincy Acy,,,,,,,
1 season,,DAL,NBA,,6.0,0.0,8.0,0.8,2.8,0.294,0.2,1.2,0.143,0.7,1.7,0.4,0.324,0.3,0.5,0.667,0.3,1.0,1.3,0.0,0.0,0.0,0.3,1.5,2.2,Quincy Acy,,,,,,,
1975-76,21.0,PHO,NBA,C,80,,33.2,7.9,16.8,0.469,,,,7.9,16.8,0.469,0.469,3.3,4.4,0.735,2.7,6.4,9.1,5.6,1.5,1.5,,3.4,19.0,Alvan Adams,,,,,,,
1976-77,22.0,PHO,NBA,C,72,,31.6,7.3,15.3,0.474,,,,7.3,15.3,0.474,0.474,3.5,4.6,0.754,2.5,6.6,9.1,4.5,1.3,1.2,,3.6,18.0,Alvan Adams,,,,,,,
1977-78,23.0,PHO,NBA,C,70,,27.3,6.2,12.8,0.485,,,,6.2,12.8,0.485,0.485,3.1,4.2,0.73,2.3,5.8,8.1,3.2,1.2,0.9,3.3,3.5,15.5,Alvan Adams,,,,,,,
1978-79,24.0,PHO,NBA,C,77,,30.7,7.4,13.9,0.53,,,,7.4,13.9,0.53,0.53,3.0,3.8,0.799,2.9,6.3,9.2,4.7,1.4,0.8,3.6,3.2,17.8,Alvan Adams,,,,,,,
1979-80,25.0,PHO,NBA,C,75,,28.9,6.2,11.7,0.531,0.0,0.0,0.0,6.2,11.6,0.533,0.531,2.5,3.1,0.797,2.1,6.0,8.1,4.3,1.4,0.7,2.9,3.2,14.9,Alvan Adams,,,,,,,
1980-81,26.0,PHO,NBA,C,75,,27.4,6.1,11.6,0.526,0.0,0.0,,6.1,11.6,0.526,0.526,2.7,3.5,0.768,2.1,5.2,7.3,4.6,1.4,0.9,3.0,3.0,14.9,Alvan Adams,,,,,,,
1981-82,27.0,PHO,NBA,C,79,75.0,30.3,6.4,13.0,0.494,0.0,0.0,0.0,6.4,13.0,0.494,0.494,2.3,2.9,0.781,1.7,5.7,7.4,4.5,1.4,1.0,2.5,3.4,15.1,Alvan Adams,,,,,,,
1982-83,28.0,PHO,NBA,C,80,75.0,30.6,6.0,12.3,0.486,0.0,0.0,0.333,6.0,12.2,0.487,0.487,2.3,2.7,0.829,2.0,4.8,6.9,4.7,1.4,0.9,3.0,3.6,14.2,Alvan Adams,,,,,,,
1983-84,29.0,PHO,NBA,C,70,13.0,20.7,3.8,8.3,0.462,0.0,0.1,0.0,3.8,8.3,0.465,0.462,1.9,2.3,0.825,1.7,2.9,4.6,3.1,1.0,0.4,1.7,2.8,9.6,Alvan Adams,,,,,,,
1984-85,30.0,PHO,NBA,PF,82,69.0,26.0,5.8,11.2,0.52,0.0,0.0,,5.8,11.2,0.52,0.52,3.0,3.5,0.883,1.9,4.2,6.1,3.8,1.4,0.6,2.4,3.1,14.7,Alvan Adams,,,,,,,
1985-86,31.0,PHO,NBA,C,78,45.0,25.7,4.4,8.7,0.502,0.0,0.0,0.0,4.4,8.7,0.504,0.502,2.0,2.6,0.783,1.9,4.2,6.1,4.2,1.3,0.6,2.6,3.5,10.8,Alvan Adams,,,,,,,
1986-87,32.0,PHO,NBA,C,68,40.0,24.9,4.6,9.1,0.503,0.0,0.0,0.0,4.6,9.1,0.504,0.503,2.0,2.5,0.788,1.3,3.6,5.0,3.3,0.9,0.5,2.0,3.0,11.1,Alvan Adams,,,,,,,
1987-88,33.0,PHO,NBA,C,82,25.0,20.1,3.1,6.2,0.496,0.0,0.0,0.5,3.0,6.1,0.496,0.497,1.3,1.6,0.844,1.4,3.0,4.5,2.2,1.0,0.5,1.7,3.0,7.5,Alvan Adams,,,,,,,
Career,,,NBA,,988,342.0,27.5,5.8,11.6,0.498,0.0,0.0,,5.8,11.6,0.498,0.498,2.5,3.2,0.788,2.0,5.0,7.0,4.1,1.3,0.8,2.6,3.3,14.1,Alvan Adams,,,,,,,
1970-71,23.0,SDR,NBA,SF,82,,29.0,4.8,11.7,.409,,,,4.8,11.7,.409,.409,1.9,2.6,.731,,,7.1,2.1,,,,4.2,11.4,Don Adams,,,,,,,
1971-72,24.0,TOT,NBA,SF,73,,28.4,4.3,10.9,.392,,,,4.3,10.9,.392,.392,2.8,3.8,.745,,,6.9,1.9,,,,3.6,11.4,Don Adams,,,,,,,
1971-72,24.0,HOU,NBA,SF,3,,13.7,2.0,6.3,.316,,,,2.0,6.3,.316,.316,0.3,0.7,.500,,,2.7,1.0,,,,2.3,4.3,Don Adams,,,,,,,
