Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Date,Team,Unnamed: 2,Opp,Result,GmSc,+/-
1999-00,34.0,Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Joe Arlauckas,,,,,,,
Career,,,NBA,,9,0,9.4,1.6,4.8,.326,0.0,0.0,,1.6,4.8,.326,.326,0.7,0.9,.750,0.7,0.8,1.4,0.9,0.3,0.4,0.4,1.8,3.8,Joe Arlauckas,,,,,,,
1989-90,22.0,CHI,NBA,PG,81.0,0.0,15.9,2.3,4.8,0.485,0.0,0.1,0.5,2.3,4.8,0.484,0.489,0.9,1.0,0.885,0.2,1.0,1.3,2.5,0.6,0.1,1.0,1.3,5.6,B.J. Armstrong,,,,,,,
1990-91,23.0,CHI,NBA,PG,82.0,0.0,21.1,3.7,7.7,0.481,0.2,0.4,0.5,3.5,7.3,0.48,0.493,1.2,1.4,0.874,0.3,1.5,1.8,3.7,0.9,0.0,1.3,1.4,8.8,B.J. Armstrong,,,,,,,
1991-92,24.0,CHI,NBA,PG,82.0,3.0,22.9,4.1,8.5,0.481,0.4,1.1,0.402,3.7,7.4,0.492,0.506,1.3,1.6,0.806,0.2,1.5,1.8,3.2,0.6,0.1,1.1,1.1,9.9,B.J. Armstrong,,,,,,,
1992-93,25.0,CHI,NBA,PG,82.0,74.0,30.4,5.0,10.0,0.499,0.8,1.7,0.453,4.2,8.3,0.508,0.537,1.6,1.8,0.861,0.3,1.5,1.8,4.0,0.8,0.1,1.0,2.1,12.3,B.J. Armstrong,,,,,,,
1993-94,26.0,CHI,NBA,PG,82.0,82.0,33.8,5.8,12.3,0.476,0.7,1.6,0.444,5.1,10.6,0.481,0.505,2.4,2.8,0.855,0.3,1.7,2.1,3.9,1.0,0.1,1.6,1.8,14.8,B.J. Armstrong,,,,,,,
1994-95,27.0,CHI,NBA,PG,82.0,82.0,31.4,5.1,10.9,0.468,1.3,3.1,0.427,3.8,7.8,0.484,0.528,2.5,2.8,0.884,0.3,2.0,2.3,3.0,1.0,0.1,1.3,1.9,14.0,B.J. Armstrong,,,,,,,
1995-96,28.0,GSW,NBA,PG,82.0,64.0,27.6,4.1,8.9,0.468,1.2,2.5,0.473,3.0,6.3,0.465,0.535,2.9,3.4,0.839,0.3,2.0,2.2,4.9,0.8,0.1,1.6,1.8,12.3,B.J. Armstrong,,,,,,,
1996-97,29.0,GSW,NBA,PG,49.0,17.0,20.8,3.0,6.7,0.453,0.5,1.8,0.278,2.5,4.8,0.519,0.491,1.4,1.6,0.861,0.1,1.4,1.5,2.6,0.5,0.0,1.1,1.1,7.9,B.J. Armstrong,,,,,,,
1997-98,30.0,TOT,NBA,PG,66.0,0.0,12.6,1.6,3.2,0.493,0.1,0.5,0.257,1.5,2.7,0.539,0.514,0.6,0.8,0.84,0.2,0.9,1.2,2.3,0.4,0.0,0.6,1.1,4.0,B.J. Armstrong,,,,,,,
1997-98,30.0,GSW,NBA,PG,4.0,0.0,14.8,1.5,4.8,0.316,0.0,0.3,0.0,1.5,4.5,0.333,0.316,1.3,1.8,0.714,1.0,0.8,1.8,1.5,1.0,0.0,1.8,1.5,4.3,B.J. Armstrong,,,,,,,
1997-98,30.0,CHH,NBA,PG,62.0,0.0,12.5,1.6,3.1,0.51,0.1,0.5,0.265,1.5,2.6,0.563,0.534,0.6,0.7,0.86,0.2,0.9,1.1,2.3,0.4,0.0,0.6,1.1,3.9,B.J. Armstrong,,,,,,,
1998-99,31.0,TOT,NBA,PG,32.0,1.0,11.2,1.3,2.8,0.455,0.2,0.5,0.467,1.0,2.3,0.452,0.494,0.6,0.7,0.857,0.1,1.2,1.2,1.9,0.4,0.0,0.8,1.0,3.3,B.J. Armstrong,,,,,,,
1998-99,31.0,CHH,NBA,PG,10.0,1.0,17.8,2.1,4.3,0.488,0.6,0.8,0.75,1.5,3.5,0.429,0.558,0.9,1.0,0.9,0.1,1.5,1.6,2.7,0.3,0.0,1.0,1.6,5.7,B.J. Armstrong,,,,,,,
1998-99,31.0,ORL,NBA,PG,22.0,0.0,8.2,0.9,2.0,0.422,0.0,0.3,0.143,0.8,1.7,0.474,0.433,0.4,0.5,0.818,0.0,1.0,1.0,1.5,0.4,0.0,0.7,0.7,2.2,B.J. Armstrong,,,,,,,
1999-00,32.0,CHI,NBA,PG,27.0,18.0,21.6,3.1,6.9,0.446,0.5,1.1,0.448,2.6,5.8,0.446,0.481,0.8,0.9,0.88,0.1,1.7,1.7,2.9,0.3,0.0,1.5,1.3,7.4,B.J. Armstrong,,,,,,,
Career,,,NBA,,747.0,341.0,23.8,3.8,8.0,0.477,0.6,1.4,0.425,3.2,6.6,0.487,0.513,1.6,1.9,0.856,0.3,1.5,1.8,3.3,0.7,0.1,1.2,1.5,9.8,B.J. Armstrong,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B.J. Armstrong,,,,,,,
7 seasons,,CHI,NBA,,518.0,259.0,25.7,4.3,8.9,0.479,0.6,1.3,0.437,3.7,7.6,0.486,0.511,1.6,1.8,0.862,0.3,1.6,1.8,3.4,0.8,0.1,1.2,1.6,10.7,B.J. Armstrong,,,,,,,
3 seasons,,GSW,NBA,,135.0,81.0,24.7,3.7,7.9,0.46,0.9,2.2,0.413,2.7,5.7,0.479,0.518,2.3,2.7,0.841,0.2,1.7,2.0,3.9,0.7,0.1,1.4,1.5,10.5,B.J. Armstrong,,,,,,,
2 seasons,,CHH,NBA,,72.0,1.0,13.2,1.7,3.3,0.506,0.2,0.6,0.357,1.5,2.7,0.538,0.538,0.6,0.7,0.868,0.2,1.0,1.2,2.4,0.4,0.0,0.6,1.2,4.2,B.J. Armstrong,,,,,,,
1 season,,ORL,NBA,,22.0,0.0,8.2,0.9,2.0,0.422,0.0,0.3,0.143,0.8,1.7,0.474,0.433,0.4,0.5,0.818,0.0,1.0,1.0,1.5,0.4,0.0,0.7,0.7,2.2,B.J. Armstrong,,,,,,,
1956-57,23.0,PHW,NBA,,19,,5.8,0.6,1.9,0.297,,,,,,,,0.3,0.6,0.5,,,2.1,0.2,,,,0.7,1.5,Bob Armstrong,,,,,,,
Career,,,NBA,,19,,5.8,0.6,1.9,0.297,,,,,,,,0.3,0.6,0.5,,,2.1,0.2,,,,0.7,1.5,Bob Armstrong,,,,,,,
2001-02,21.0,NJN,NBA,SG,35,0,5.6,0.8,2.4,0.318,0.1,0.5,0.294,0.6,1.9,0.324,0.347,0.1,0.3,0.5,0.3,0.2,0.5,0.2,0.2,0.0,0.2,0.7,1.8,Brandon Armstrong,,,,,,,
2002-03,22.0,NJN,NBA,SG,17,0,4.1,0.5,1.6,0.333,0.1,0.4,0.167,0.5,1.2,0.381,0.352,0.3,0.4,0.833,0.0,0.2,0.2,0.1,0.2,0.1,0.3,0.5,1.4,Brandon Armstrong,,,,,,,
2003-04,23.0,NJN,NBA,SG,56,0,7.8,1.2,3.1,0.371,0.3,0.9,0.365,0.8,2.2,0.374,0.426,0.0,0.1,0.5,0.2,0.6,0.8,0.3,0.2,0.0,0.4,0.9,2.7,Brandon Armstrong,,,,,,,
Career,,,NBA,,108,0,6.5,0.9,2.7,0.352,0.2,0.7,0.333,0.7,2.0,0.358,0.395,0.1,0.2,0.6,0.2,0.4,0.6,0.2,0.2,0.0,0.3,0.8,2.2,Brandon Armstrong,,,,,,,
1948-49,30.0,FTW,BAA,,52,,,2.5,8.2,0.306,,,,,,,,2.3,3.3,0.698,,,,2.0,,,,2.9,7.3,Curly Armstrong,,,,,,,
1949-50,31.0,FTW,NBA,,63,,,2.3,8.2,0.279,,,,,,,,2.7,3.8,0.705,,,,2.8,,,,3.4,7.3,Curly Armstrong,,,,,,,
1950-51,32.0,FTW,NBA,,38,,,1.9,6.1,0.31,,,,,,,,1.5,2.4,0.644,,,2.3,2.0,,,,2.6,5.3,Curly Armstrong,,,,,,,
Career,,,TOT,,153,,,2.3,7.7,0.295,,,,,,,,2.3,3.3,0.692,,,2.3,2.3,,,,3.0,6.8,Curly Armstrong,,,,,,,
,,,NBA,,101,,,2.1,7.4,0.289,,,,,,,,2.3,3.3,0.689,,,2.3,2.5,,,,3.1,6.5,Curly Armstrong,,,,,,,
,,,BAA,,52,,,2.5,8.2,0.306,,,,,,,,2.3,3.3,0.698,,,,2.0,,,,2.9,7.3,Curly Armstrong,,,,,,,
1991-92,23.0,Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Did Not Play (other pro league—USBL),Darrell Armstrong,,,,,,,
1992-93,24.0,"Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)","Did Not Play (other pro league—CBA, GBA & USBL)",Darrell Armstrong,,,,,,,
1993-94,25.0,Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Did Not Play (other pro league—Cyprus & USBL),Darrell Armstrong,,,,,,,
1994-95,26.0,ORL,NBA,PG,3,0,2.7,1.0,2.7,.375,0.7,2.0,.333,0.3,0.7,.500,.500,0.7,0.7,1.000,0.3,0.0,0.3,1.0,0.3,0.0,0.3,1.0,3.3,Darrell Armstrong,,,,,,,
1995-96,27.0,ORL,NBA,PG,13,0,3.2,1.2,2.5,.500,0.5,0.9,.500,0.8,1.5,.500,.594,0.3,0.3,1.000,0.0,0.2,0.2,0.4,0.5,0.0,0.5,0.3,3.2,Darrell Armstrong,,,,,,,
1996-97,28.0,ORL,NBA,PG,67,0,15.1,2.0,5.1,.383,0.8,2.7,.304,1.1,2.4,.470,.462,1.4,1.6,.868,0.5,0.6,1.1,2.6,0.9,0.1,1.5,1.7,6.1,Darrell Armstrong,,,,,,,
1997-98,29.0,ORL,NBA,PG,48,17,25.8,3.3,7.9,.411,0.5,1.4,.368,2.7,6.5,.420,.443,2.2,2.6,.854,1.4,2.0,3.3,4.9,1.2,0.1,2.3,2.0,9.2,Darrell Armstrong,,,,,,,
1998-99,30.0,ORL,NBA,PG,50,15,30.0,4.6,10.4,.441,1.4,3.8,.365,3.2,6.7,.483,.507,3.2,3.6,.904,1.1,2.5,3.6,6.7,2.2,0.1,3.2,1.8,13.8,Darrell Armstrong,,,,,,,
1999-00,31.0,ORL,NBA,PG,82,82,31.6,5.9,13.6,.433,1.7,4.9,.340,4.2,8.7,.485,.494,2.7,3.0,.911,0.8,2.5,3.3,6.1,2.1,0.1,3.0,1.7,16.2,Darrell Armstrong,,,,,,,
2000-01,32.0,ORL,NBA,PG,75,75,36.9,5.5,13.4,.412,1.9,5.4,.355,3.6,8.0,.451,.484,2.9,3.3,.884,1.3,3.3,4.6,7.0,1.8,0.2,2.7,2.1,15.9,Darrell Armstrong,,,,,,,
2001-02,33.0,ORL,NBA,PG,82,79,33.3,4.2,10.1,.419,1.7,4.9,.349,2.5,5.2,.484,.503,2.2,2.5,.888,1.0,2.9,3.9,5.5,1.9,0.1,2.1,2.0,12.4,Darrell Armstrong,,,,,,,
2002-03,34.0,ORL,NBA,PG,82,23,28.7,3.2,7.8,.409,1.0,2.8,.336,2.3,5.0,.450,.470,2.0,2.3,.878,1.1,2.5,3.6,3.9,1.6,0.2,2.0,2.0,9.4,Darrell Armstrong,,,,,,,
2003-04,35.0,NOH,NBA,PG,79,22,28.4,3.7,9.3,.395,1.7,5.4,.315,2.0,3.9,.508,.487,1.6,1.8,.854,0.8,2.1,2.9,3.9,1.7,0.2,2.0,1.9,10.6,Darrell Armstrong,,,,,,,
2004-05,36.0,TOT,NBA,PG,66,16,15.0,1.3,4.2,.321,0.4,1.7,.252,0.9,2.5,.367,.372,0.9,1.0,.853,0.5,1.2,1.7,2.7,0.7,0.1,1.0,1.4,4.0,Darrell Armstrong,,,,,,,
2004-05,36.0,NOH,NBA,PG,14,9,29.4,3.8,11.4,.333,1.2,5.0,.243,2.6,6.4,.404,.387,1.4,1.5,.905,1.1,2.3,3.4,4.6,1.1,0.1,2.0,2.1,10.1,Darrell Armstrong,,,,,,,
2004-05,36.0,DAL,NBA,PG,52,7,11.1,0.7,2.3,.305,0.2,0.8,.268,0.5,1.5,.325,.352,0.8,0.9,.830,0.4,0.9,1.3,2.2,0.6,0.1,0.8,1.2,2.3,Darrell Armstrong,,,,,,,
2005-06,37.0,DAL,NBA,PG,62,2,10.0,0.7,2.1,.336,0.2,0.8,.229,0.5,1.3,.400,.379,0.5,0.7,.786,0.3,1.0,1.3,1.4,0.4,0.0,0.9,1.1,2.1,Darrell Armstrong,,,,,,,
2006-07,38.0,IND,NBA,PG,81,4,15.7,1.9,4.7,.414,0.9,2.6,.336,1.0,2.0,.515,.509,0.9,1.1,.785,0.4,1.2,1.7,2.4,0.9,0.1,0.9,1.3,5.6,Darrell Armstrong,,,,,,,
2007-08,39.0,NJN,NBA,PG,50,2,11.0,0.8,2.2,.364,0.5,1.4,.333,0.3,0.8,.415,.468,0.4,0.6,.667,0.3,1.0,1.3,1.5,0.6,0.0,0.8,1.1,2.5,Darrell Armstrong,,,,,,,
Career,,,NBA,,840,337,23.7,3.2,7.7,.409,1.1,3.3,.334,2.1,4.5,.465,.480,1.7,2.0,.871,0.8,1.9,2.7,4.0,1.3,0.1,1.9,1.7,9.2,Darrell Armstrong,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darrell Armstrong,,,,,,,
9 seasons,,ORL,NBA,,502,291,28.4,4.1,9.7,.419,1.3,3.8,.346,2.8,6.0,.465,.486,2.3,2.6,.888,1.0,2.3,3.3,5.1,1.7,0.1,2.3,1.9,11.7,Darrell Armstrong,,,,,,,
2 seasons,,DAL,NBA,,114,9,10.5,0.7,2.2,.321,0.2,0.8,.247,0.5,1.4,.363,.366,0.6,0.8,.809,0.3,1.0,1.3,1.7,0.5,0.1,0.9,1.2,2.2,Darrell Armstrong,,,,,,,
2 seasons,,NOH,NBA,,93,31,28.6,3.7,9.6,.384,1.6,5.4,.305,2.1,4.3,.485,.469,1.5,1.8,.861,0.8,2.1,2.9,4.0,1.6,0.2,2.0,1.9,10.6,Darrell Armstrong,,,,,,,
1 season,,IND,NBA,,81,4,15.7,1.9,4.7,.414,0.9,2.6,.336,1.0,2.0,.515,.509,0.9,1.1,.785,0.4,1.2,1.7,2.4,0.9,0.1,0.9,1.3,5.6,Darrell Armstrong,,,,,,,
1 season,,NJN,NBA,,50,2,11.0,0.8,2.2,.364,0.5,1.4,.333,0.3,0.8,.415,.468,0.4,0.6,.667,0.3,1.0,1.3,1.5,0.6,0.0,0.8,1.1,2.5,Darrell Armstrong,,,,,,,
2006-07,22.0,NOK,NBA,C,56.0,5.0,11.3,1.2,2.2,0.544,0.0,0.0,,1.2,2.2,0.544,0.544,0.7,1.2,0.597,1.0,1.6,2.7,0.2,0.2,0.5,0.6,1.4,3.1,Hilton Armstrong,,,,,,,
2007-08,23.0,NOH,NBA,C,65.0,3.0,11.3,1.0,2.3,0.453,0.0,0.0,,1.0,2.3,0.453,0.453,0.7,1.1,0.629,1.0,1.5,2.5,0.4,0.2,0.5,0.9,2.0,2.7,Hilton Armstrong,,,,,,,
2008-09,24.0,NOH,NBA,C,70.0,29.0,15.6,2.0,3.5,0.561,0.0,0.0,0.0,2.0,3.5,0.566,0.561,0.9,1.4,0.633,1.2,1.6,2.8,0.4,0.4,0.6,1.1,2.6,4.8,Hilton Armstrong,,,,,,,
2009-10,25.0,TOT,NBA,"C,PF",33.0,0.0,10.2,0.8,2.4,0.354,0.0,0.0,0.0,0.8,2.4,0.359,0.354,0.5,1.0,0.469,0.8,1.6,2.5,0.6,0.5,0.4,0.7,1.8,2.2,Hilton Armstrong,,,,,,,
2009-10,25.0,NOH,NBA,PF,18.0,0.0,13.3,1.1,2.8,0.38,0.0,0.0,,1.1,2.8,0.38,0.38,0.7,1.6,0.464,0.9,2.4,3.4,0.9,0.4,0.4,0.7,2.4,2.8,Hilton Armstrong,,,,,,,
2009-10,25.0,SAC,NBA,C,6.0,0.0,9.3,0.7,2.0,0.333,0.0,0.0,,0.7,2.0,0.333,0.333,0.3,0.3,1.0,0.8,1.5,2.3,0.3,0.3,0.7,0.7,0.8,1.7,Hilton Armstrong,,,,,,,
2009-10,25.0,HOU,NBA,C,9.0,0.0,4.4,0.6,1.9,0.294,0.0,0.1,0.0,0.6,1.8,0.313,0.294,0.0,0.2,0.0,0.6,0.1,0.7,0.3,0.6,0.0,0.6,1.1,1.1,Hilton Armstrong,,,,,,,
2010-11,26.0,TOT,NBA,C,53.0,2.0,9.2,0.7,1.4,0.487,0.0,0.1,0.5,0.7,1.4,0.486,0.5,0.3,0.6,0.485,0.8,1.7,2.5,0.3,0.3,0.4,0.5,1.6,1.7,Hilton Armstrong,,,,,,,
2010-11,26.0,WAS,NBA,C,41.0,2.0,10.0,0.8,1.6,0.484,0.0,0.1,0.333,0.7,1.5,0.492,0.492,0.3,0.6,0.609,1.0,1.8,2.8,0.2,0.4,0.4,0.6,1.8,1.9,Hilton Armstrong,,,,,,,
2010-11,26.0,ATL,NBA,C,12.0,0.0,6.3,0.5,1.0,0.5,0.1,0.1,1.0,0.4,0.9,0.455,0.542,0.2,0.8,0.2,0.3,1.2,1.4,0.3,0.3,0.4,0.3,0.8,1.3,Hilton Armstrong,,,,,,,
2013-14,29.0,GSW,NBA,C,15.0,1.0,6.5,0.6,1.3,0.474,0.0,0.0,,0.6,1.3,0.474,0.474,0.5,1.1,0.438,1.3,1.9,3.1,0.3,0.3,0.3,0.4,0.7,1.7,Hilton Armstrong,,,,,,,
Career,,,NBA,,292.0,40.0,11.6,1.2,2.4,0.501,0.0,0.0,0.286,1.2,2.3,0.503,0.502,0.6,1.1,0.582,1.0,1.6,2.6,0.3,0.3,0.5,0.8,1.9,3.0,Hilton Armstrong,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hilton Armstrong,,,,,,,
4 seasons,,"NOK,NOH",NBA,,209.0,37.0,12.9,1.4,2.7,0.513,0.0,0.0,0.0,1.4,2.7,0.515,0.513,0.8,1.3,0.605,1.1,1.7,2.7,0.4,0.3,0.5,0.9,2.1,3.6,Hilton Armstrong,,,,,,,
1 season,,WAS,NBA,,41.0,2.0,10.0,0.8,1.6,0.484,0.0,0.1,0.333,0.7,1.5,0.492,0.492,0.3,0.6,0.609,1.0,1.8,2.8,0.2,0.4,0.4,0.6,1.8,1.9,Hilton Armstrong,,,,,,,
1 season,,GSW,NBA,,15.0,1.0,6.5,0.6,1.3,0.474,0.0,0.0,,0.6,1.3,0.474,0.474,0.5,1.1,0.438,1.3,1.9,3.1,0.3,0.3,0.3,0.4,0.7,1.7,Hilton Armstrong,,,,,,,
1 season,,ATL,NBA,,12.0,0.0,6.3,0.5,1.0,0.5,0.1,0.1,1.0,0.4,0.9,0.455,0.542,0.2,0.8,0.2,0.3,1.2,1.4,0.3,0.3,0.4,0.3,0.8,1.3,Hilton Armstrong,,,,,,,
1 season,,HOU,NBA,,9.0,0.0,4.4,0.6,1.9,0.294,0.0,0.1,0.0,0.6,1.8,0.313,0.294,0.0,0.2,0.0,0.6,0.1,0.7,0.3,0.6,0.0,0.6,1.1,1.1,Hilton Armstrong,,,,,,,
1 season,,SAC,NBA,,6.0,0.0,9.3,0.7,2.0,0.333,0.0,0.0,,0.7,2.0,0.333,0.333,0.3,0.3,1.0,0.8,1.5,2.3,0.3,0.3,0.7,0.7,0.8,1.7,Hilton Armstrong,,,,,,,
1977-78,22.0,CHI,NBA,SG,66,,10.8,2.0,4.2,0.468,,,,,,,,0.3,0.4,0.815,0.4,0.7,1.0,1.1,0.3,0.0,0.9,0.6,4.3,Tate Armstrong,,,,,,,
1978-79,23.0,CHI,NBA,SG,26,,10.0,1.1,2.7,0.4,,,,,,,,0.4,0.5,0.769,0.3,0.5,0.8,1.2,0.4,0.0,0.8,0.8,2.5,Tate Armstrong,,,,,,,
Career,,,NBA,,92,,10.6,1.7,3.8,0.454,,,,,,,,0.3,0.4,0.8,0.3,0.6,1.0,1.1,0.4,0.0,0.9,0.7,3.8,Tate Armstrong,,,,,,,
1955-56,22.0,FTW,NBA,PF,31,,13.2,1.7,5.3,0.317,,,,,,,,1.4,2.2,0.623,,,5.5,0.6,,,,1.9,4.7,Jesse Arnelle,,,,,,,
Career,,,NBA,,31,,13.2,1.7,5.3,0.317,,,,,,,,1.4,2.2,0.623,,,5.5,0.6,,,,1.9,4.7,Jesse Arnelle,,,,,,,
1963-64,25.0,CIN,NBA,PG,48,,10.4,1.5,4.1,0.362,,,,,,,,0.9,1.1,0.778,,,1.1,1.5,,,,2.2,3.8,Jay Arnette,,,,,,,
1964-65,26.0,CIN,NBA,SG,63,,10.5,1.4,3.9,0.371,,,,,,,,0.9,1.2,0.747,,,1.0,1.1,,,,2.0,3.8,Jay Arnette,,,,,,,
1965-66,27.0,CIN,NBA,,3,,4.7,0.3,2.0,0.167,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,1.0,0.7,Jay Arnette,,,,,,,
Career,,,NBA,,114,,10.3,1.4,3.9,0.365,,,,,,,,0.9,1.1,0.76,,,1.0,1.2,,,,2.0,3.7,Jay Arnette,,,,,,,
1969-70,22.0,NYA,ABA,SF,13,,7.5,1.5,3.7,.396,0.0,0.1,.000,1.5,3.6,.404,.396,0.2,0.5,.333,0.9,0.8,1.7,0.4,,,0.6,0.8,3.1,Bob Arnzen,,,,,,,
1970-71,23.0,CIN,NBA,SF,55,,10.8,2.3,5.0,.462,,,,2.3,5.0,.462,.462,0.8,0.9,.865,,,2.8,0.4,,,,1.0,5.5,Bob Arnzen,,,,,,,
1971-72,24.0,Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Did Not Play (minor league baseball),Bob Arnzen,,,,,,,
1972-73,25.0,INA,ABA,SF,23,,4.8,0.9,1.7,.526,0.0,0.1,.000,0.9,1.5,.571,.526,0.3,0.3,.750,0.5,0.5,1.0,0.1,,,0.0,0.5,2.0,Bob Arnzen,,,,,,,
1973-74,26.0,INA,ABA,SF,20,,7.5,1.2,2.4,.500,0.1,0.1,1.000,1.2,2.4,.489,.510,0.4,0.5,.778,0.5,0.5,1.0,0.2,0.2,0.1,0.4,0.6,2.8,Bob Arnzen,,,,,,,
Career,,,TOT,,111,,8.6,1.7,3.7,.465,0.0,0.1,,1.7,3.7,.468,.466,0.5,0.7,.800,0.6,0.6,2.0,0.3,0.2,0.1,0.3,0.8,4.0,Bob Arnzen,,,,,,,
,,,ABA,,56,,6.4,1.1,2.4,.470,0.0,0.1,.200,1.1,2.3,.481,.474,0.3,0.4,.652,0.6,0.6,1.2,0.2,0.2,0.1,0.3,0.6,2.5,Bob Arnzen,,,,,,,
,,,NBA,,55,,10.8,2.3,5.0,.462,,,,2.3,5.0,.462,.462,0.8,0.9,.865,,,2.8,0.4,,,,1.0,5.5,Bob Arnzen,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bob Arnzen,,,,,,,
